Wall time,Step,Value
1701870274.985286,1,0.0
1701871257.1476738,2,0.3177570104598999
1701872226.7404296,3,0.36734694242477417
1701873213.7337463,4,0.4536082446575165
1701874183.0584428,5,0.36800000071525574
1701875157.2118275,6,0.4399999976158142
1701876131.2859101,7,0.40707963705062866
1701877096.8579907,8,0.5063291192054749
1701878131.5641253,9,0.4112149477005005
1701879155.5924506,10,0.4444444477558136
1701880186.846231,11,0.5249999761581421
1701881221.3272388,12,0.4888888895511627
1701882265.64317,13,0.4791666567325592
1701883307.7852323,14,0.4313725531101227
1701884335.1104395,15,0.4273504316806793
1701885382.2529876,16,0.49484536051750183
1701886409.2964694,17,0.5176470875740051
1701887428.0594254,18,0.4848484992980957
1701888462.8159568,19,0.4791666567325592
1701889490.6363852,20,0.47787609696388245
1701890518.657068,21,0.4901960790157318
1701891566.4668763,22,0.49462366104125977
1701892601.7560089,23,0.5054945349693298
1701893632.5128796,24,0.5
1701894655.2360737,25,0.45652174949645996
1701895700.0467224,26,0.45098039507865906
1701896723.880366,27,0.5102040767669678
1701897773.4229383,28,0.4761904776096344
1701898785.188863,29,0.5
1701899789.1059692,30,0.5263158082962036
1701900807.3946211,31,0.5
1701901842.5145519,32,0.4752475321292877
1701902845.9173307,33,0.4545454680919647
1701903879.6411734,34,0.5050504803657532
1701904896.313389,35,0.45045045018196106
1701905926.638439,36,0.5102040767669678
1701906974.8538597,37,0.48543688654899597
1701908026.588446,38,0.5208333134651184
1701909048.768749,39,0.46296295523643494
1701910103.684262,40,0.49504950642585754
1701911109.9172938,41,0.4859813153743744
1701912116.0557,42,0.47422680258750916
1701913162.1358054,43,0.45045045018196106
1701914205.9298298,44,0.4464285671710968
1701915242.1015623,45,0.4716981053352356
1701916273.5639505,46,0.4273504316806793
1701917298.604007,47,0.48148149251937866
1701918314.000488,48,0.48543688654899597
1701919332.4833574,49,0.446601927280426
1701920350.0218575,50,0.43478259444236755
1701921367.988641,51,0.4107142984867096
1701922409.6820989,52,0.4237288236618042
1701923443.1646206,53,0.46464645862579346
1701924466.553109,54,0.4247787594795227
1701925513.5139613,55,0.3963963985443115
1701926558.0763338,56,0.4406779706478119
1701927601.5822031,57,0.4444444477558136
1701928638.2840168,58,0.46296295523643494
1701929668.7599041,59,0.46296295523643494
1701930693.95086,60,0.4752475321292877
1701931715.683835,61,0.46296295523643494
1701932745.9012816,62,0.4385964870452881
1701933776.172411,63,0.45045045018196106
1701934816.8777802,64,0.48543688654899597
1701935866.4760416,65,0.43103447556495667
1701936869.9526248,66,0.4660194218158722
1701937911.0198052,67,0.4464285671710968
1701938938.8786635,68,0.4672897160053253
1701940007.8957112,69,0.44247788190841675
1701941039.580778,70,0.46296295523643494
1701942091.8677619,71,0.4403669834136963
1701943127.0858235,72,0.39669421315193176
1701944161.2218134,73,0.4247787594795227
